Transaction_ID,Customer_ID,Screening-ID,Transaction_Date,Transaction_Time ,Ticket_Quantity,Concession_Purchase ,Concession_Amount ,Payment_Method ,Total_Amount,Points_Earned,Period,Ticket price,Helper _Function period ,,Helper_Customer_ID,Helper _amounts ,Helper_C_Purchase,Helper_Ticket_Q,helper _concession ,Helper_Points_Earned
367,520,167,30/04/2023,10:26 am,5,TRUE,12,Mobile,74.5,7,Implementation,12.5,Implementation,,520,79.75,TRUE,5,12,7
368,209,193,25/03/2022,6:56 pm,2,TRUE,50,Cash,75,8,Pre-Implementation,12.5,Pre-Implementation,,209,75,TRUE,2,50,8
369,648,886,06/02/2022,12:43 pm,4,TRUE,10,Mobile,60,6,Pre-Implementation,12.5,Pre-Implementation,,648,60,TRUE,4,10,6
370,232,45,06/05/2022,5:11 pm,1,TRUE,0,Credit,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,232,12.5,TRUE,1,0,1
371,240,779,04/07/2023,8:16 pm,15,TRUE,63,Debit,250.5,25,Post-Implementation,12.5,Post-Implementation,,240,286,TRUE,15,63,25
372,231,869,19/04/2023,2:38 pm,7,FALSE,0,Mobile,87.5,9,Implementation,12.5,Implementation,,231,134.75,FALSE,7,0,9
373,465,121,09/04/2022,6:59 pm,3,FALSE,0,Mobile,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,465,37.5,FALSE,3,0,4
374,640,358,21/08/2023,9:38 pm,8,TRUE,7,Mobile,107,11,Post-Implementation,12.5,Post-Implementation,,640,120.25,TRUE,8,7,11
375,351,786,26/02/2022,3:47 pm,2,FALSE,0,Debit,25,3,Pre-Implementation,12.5,Pre-Implementation,,351,55,FALSE,2,0,3
376,719,68,05/05/2023,1:17 pm,7,FALSE,0,Mobile,87.5,9,Implementation,12.5,Implementation,,719,107.25,FALSE,7,0,9
377,804,870,13/11/2022,10:47 pm,1,FALSE,0,Credit,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,804,42.5,FALSE,1,0,1
378,116,640,10/06/2022,6:30 pm,2,FALSE,0,Cash,25,3,Pre-Implementation,12.5,Pre-Implementation,,116,25,FALSE,2,0,3
379,967,393,02/01/2024,10:52 pm,11,TRUE,0,Credit,137.5,14,Post-Implementation,12.5,Post-Implementation,,967,162.5,TRUE,11,0,14
380,872,519,06/08/2022,4:03 pm,3,FALSE,0,Debit,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,872,37.5,FALSE,3,0,4
381,452,661,17/07/2022,6:33 pm,4,FALSE,0,Credit,50,5,Pre-Implementation,12.5,Pre-Implementation,,452,80,FALSE,4,0,5
382,694,691,18/12/2022,3:29 pm,3,TRUE,0,Debit,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,694,37.5,TRUE,3,0,4
383,323,906,21/08/2022,1:19 pm,1,FALSE,0,Mobile,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,323,22.5,FALSE,1,0,1
384,35,346,14/03/2022,5:30 pm,4,FALSE,0,Mobile,50,5,Pre-Implementation,12.5,Pre-Implementation,,35,50,FALSE,4,0,5
385,233,604,03/03/2022,3:48 pm,4,FALSE,0,Debit,50,5,Pre-Implementation,12.5,Pre-Implementation,,233,100,FALSE,4,0,5
386,374,881,07/01/2022,1:58 pm,1,TRUE,5,Debit,17.5,2,Pre-Implementation,12.5,Pre-Implementation,,374,17.5,TRUE,1,5,2
387,347,55,07/08/2022,3:19 pm,1,FALSE,0,Debit,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,347,37.5,FALSE,1,0,1
388,149,857,06/11/2022,12:35 pm,2,TRUE,5,Mobile,30,3,Pre-Implementation,12.5,Pre-Implementation,,149,30,TRUE,2,5,3
389,279,759,25/08/2022,4:12 pm,1,FALSE,0,Credit,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,279,12.5,FALSE,1,0,1
390,340,890,26/12/2023,3:57 pm,18,TRUE,0,Cash,225,23,Post-Implementation,12.5,Post-Implementation,,340,243.75,TRUE,18,0,23
391,967,127,25/02/2023,3:17 pm,6,FALSE,0,Cash,75,8,Implementation,12.5,Implementation,,967,71.5,FALSE,6,0,8
392,717,424,08/01/2023,10:40 pm,3,TRUE,42,Debit,79.5,8,Implementation,12.5,Implementation,,717,79.75,TRUE,3,42,8
393,11,836,15/10/2023,3:03 pm,12,TRUE,28,Debit,178,18,Post-Implementation,12.5,Post-Implementation,,11,204.75,TRUE,12,28,18
394,188,165,27/02/2022,2:21 pm,2,TRUE,0,Credit,25,3,Pre-Implementation,12.5,Pre-Implementation,,188,25,TRUE,2,0,3
395,946,400,26/07/2022,10:20 pm,3,TRUE,0,Credit,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,946,37.5,TRUE,3,0,4
396,316,87,22/02/2023,9:25 pm,7,FALSE,0,Credit,87.5,9,Implementation,12.5,Implementation,,316,96.25,FALSE,7,0,9
397,661,95,06/04/2022,9:52 pm,4,FALSE,0,Debit,50,5,Pre-Implementation,12.5,Pre-Implementation,,661,55,FALSE,4,0,5
398,644,307,08/11/2023,9:09 pm,8,TRUE,56,Mobile,156,16,Post-Implementation,12.5,Post-Implementation,,644,133.25,TRUE,8,56,16
399,261,517,17/08/2023,2:45 pm,15,TRUE,42,Mobile,229.5,23,Post-Implementation,12.5,Post-Implementation,,261,250.25,TRUE,15,42,23
400,596,747,18/09/2023,7:26 pm,10,TRUE,21,Mobile,146,15,Post-Implementation,12.5,Post-Implementation,,596,149.5,TRUE,10,21,15
401,678,361,28/01/2024,10:49 pm,15,TRUE,21,Mobile,208.5,21,Post-Implementation,12.5,Post-Implementation,,678,230.75,TRUE,15,21,21
402,966,382,08/07/2023,11:27 am,10,FALSE,0,Mobile,125,13,Post-Implementation,12.5,Post-Implementation,,966,143,FALSE,10,0,13
403,283,999,28/06/2022,6:51 pm,3,FALSE,0,Cash,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,283,37.5,FALSE,3,0,4
404,403,227,28/01/2024,10:26 pm,5,FALSE,0,Credit,62.5,6,Post-Implementation,12.5,Post-Implementation,,403,65,FALSE,5,0,6
405,429,362,04/11/2022,12:53 pm,3,TRUE,35,Debit,72.5,7,Pre-Implementation,12.5,Pre-Implementation,,429,72.5,TRUE,3,35,7
406,415,644,02/05/2022,1:17 pm,3,TRUE,0,Cash,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,415,37.5,TRUE,3,0,4
407,351,90,14/03/2022,6:17 pm,3,TRUE,15,Debit,52.5,5,Pre-Implementation,12.5,Pre-Implementation,,351,52.5,TRUE,3,15,5
408,71,210,09/01/2023,10:32 pm,7,FALSE,0,Debit,87.5,9,Implementation,12.5,Implementation,,71,118.25,FALSE,7,0,9
409,384,795,10/07/2023,10:45 am,16,TRUE,42,Debit,242,24,Post-Implementation,12.5,Post-Implementation,,384,250.25,TRUE,16,42,24
410,180,307,01/04/2022,8:36 pm,4,TRUE,20,Debit,70,7,Pre-Implementation,12.5,Pre-Implementation,,180,70,TRUE,4,20,7
411,703,8,30/11/2023,1:16 pm,6,TRUE,70,Mobile,145,15,Post-Implementation,12.5,Post-Implementation,,703,146.25,TRUE,6,70,15
412,740,634,16/12/2023,2:16 pm,15,TRUE,0,Mobile,187.5,19,Post-Implementation,12.5,Post-Implementation,,740,195,TRUE,15,0,19
413,503,235,19/11/2022,10:55 am,2,FALSE,0,Credit,25,3,Pre-Implementation,12.5,Pre-Implementation,,503,65,FALSE,2,0,3
414,279,244,09/08/2023,5:07 pm,9,TRUE,0,Cash,112.5,11,Post-Implementation,12.5,Post-Implementation,,279,130,TRUE,9,0,11
415,817,811,07/02/2022,11:45 am,4,FALSE,0,Debit,50,5,Pre-Implementation,12.5,Pre-Implementation,,817,95,FALSE,4,0,5
416,949,772,12/10/2022,1:03 pm,1,FALSE,0,Debit,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,949,12.5,FALSE,1,0,1
417,526,547,06/05/2023,3:08 pm,10,TRUE,54,Debit,179,18,Implementation,12.5,Implementation,,526,159.5,TRUE,10,54,18
418,156,389,10/07/2022,9:05 pm,4,TRUE,0,Debit,50,5,Pre-Implementation,12.5,Pre-Implementation,,156,50,TRUE,4,0,5
419,500,944,21/09/2022,9:42 pm,1,TRUE,0,Mobile,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,500,12.5,TRUE,1,0,1
420,133,366,06/06/2022,2:12 pm,3,FALSE,0,Cash,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,133,67.5,FALSE,3,0,4
421,921,188,03/07/2022,9:39 pm,1,TRUE,45,Mobile,57.5,6,Pre-Implementation,12.5,Pre-Implementation,,921,57.5,TRUE,1,45,6
422,559,435,13/10/2022,4:51 pm,4,TRUE,0,Credit,50,5,Pre-Implementation,12.5,Pre-Implementation,,559,50,TRUE,4,0,5
423,925,231,02/05/2022,8:04 pm,2,TRUE,0,Cash,25,3,Pre-Implementation,12.5,Pre-Implementation,,925,25,TRUE,2,0,3
424,483,963,26/07/2023,9:42 pm,9,TRUE,21,Credit,133.5,13,Post-Implementation,12.5,Post-Implementation,,483,149.5,TRUE,9,21,13
425,350,824,01/12/2023,9:21 pm,10,TRUE,0,Mobile,125,13,Post-Implementation,12.5,Post-Implementation,,350,146.25,TRUE,10,0,13
426,800,430,16/05/2022,7:32 pm,1,TRUE,0,Debit,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,800,12.5,TRUE,1,0,1
427,259,126,02/01/2022,12:01 pm,4,FALSE,0,Cash,50,5,Pre-Implementation,12.5,Pre-Implementation,,259,50,FALSE,4,0,5
428,581,190,30/06/2022,2:37 pm,1,TRUE,0,Credit,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,581,12.5,TRUE,1,0,1
429,446,234,17/12/2023,3:24 pm,13,TRUE,70,Mobile,232.5,23,Post-Implementation,12.5,Post-Implementation,,446,243.75,TRUE,13,70,23
430,567,578,20/11/2023,7:22 pm,16,TRUE,63,Cash,263,26,Post-Implementation,12.5,Post-Implementation,,567,302.25,TRUE,16,63,26
431,748,467,23/12/2023,6:10 pm,8,TRUE,21,Debit,121,12,Post-Implementation,12.5,Post-Implementation,,748,100.75,TRUE,8,21,12
432,63,577,04/10/2023,2:46 pm,17,TRUE,70,Credit,282.5,28,Post-Implementation,12.5,Post-Implementation,,63,308.75,TRUE,17,70,28
433,221,873,08/10/2022,11:36 am,2,TRUE,25,Debit,50,5,Pre-Implementation,12.5,Pre-Implementation,,221,50,TRUE,2,25,5
434,764,797,23/01/2022,2:37 pm,2,FALSE,0,Credit,25,3,Pre-Implementation,12.5,Pre-Implementation,,764,75,FALSE,2,0,3
435,393,746,09/01/2022,7:47 pm,2,TRUE,0,Mobile,25,3,Pre-Implementation,12.5,Pre-Implementation,,393,25,TRUE,2,0,3
436,478,781,17/02/2022,10:33 pm,1,TRUE,35,Debit,47.5,5,Pre-Implementation,12.5,Pre-Implementation,,478,47.5,TRUE,1,35,5
437,657,662,16/02/2024,4:51 pm,11,TRUE,70,Mobile,207.5,21,Post-Implementation,12.5,Post-Implementation,,657,211.25,TRUE,11,70,21
438,519,576,21/01/2023,4:25 pm,4,TRUE,24,Credit,74,7,Implementation,12.5,Implementation,,519,77,TRUE,4,24,7
439,269,95,28/04/2022,10:05 pm,3,TRUE,0,Debit,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,269,37.5,TRUE,3,0,4
440,992,624,06/11/2023,10:56 am,14,TRUE,49,Mobile,224,22,Post-Implementation,12.5,Post-Implementation,,992,256.75,TRUE,14,49,22
441,193,975,10/11/2023,2:25 pm,6,TRUE,14,Credit,89,9,Post-Implementation,12.5,Post-Implementation,,193,94.25,TRUE,6,14,9
442,115,264,03/02/2022,6:38 pm,4,TRUE,0,Debit,50,5,Pre-Implementation,12.5,Pre-Implementation,,115,50,TRUE,4,0,5
443,68,465,29/08/2023,1:09 pm,7,TRUE,56,Credit,143.5,14,Post-Implementation,12.5,Post-Implementation,,68,133.25,TRUE,7,56,14
444,493,739,26/05/2022,10:05 pm,2,FALSE,0,Credit,25,3,Pre-Implementation,12.5,Pre-Implementation,,493,25,FALSE,2,0,3
445,791,746,17/02/2024,5:17 pm,13,TRUE,14,Debit,176.5,18,Post-Implementation,12.5,Post-Implementation,,791,208,TRUE,13,14,18
446,610,90,26/02/2024,4:46 pm,17,TRUE,14,Debit,226.5,23,Post-Implementation,12.5,Post-Implementation,,610,240.5,TRUE,17,14,23
447,840,919,25/02/2022,8:48 pm,4,TRUE,35,Credit,85,9,Pre-Implementation,12.5,Pre-Implementation,,840,85,TRUE,4,35,9
448,146,974,12/07/2022,9:01 pm,2,FALSE,0,Debit,25,3,Pre-Implementation,12.5,Pre-Implementation,,146,75,FALSE,2,0,3
449,234,867,13/03/2022,7:43 pm,4,TRUE,30,Mobile,80,8,Pre-Implementation,12.5,Pre-Implementation,,234,80,TRUE,4,30,8
450,272,297,29/09/2023,9:41 pm,7,TRUE,56,Mobile,143.5,14,Post-Implementation,12.5,Post-Implementation,,272,133.25,TRUE,7,56,14
451,343,663,22/01/2023,3:32 pm,4,TRUE,60,Cash,110,11,Implementation,12.5,Implementation,,343,110,TRUE,4,60,11
452,257,149,14/04/2023,8:22 pm,6,TRUE,0,Cash,75,8,Implementation,12.5,Implementation,,257,55,TRUE,6,0,8
453,968,434,09/05/2023,5:06 pm,8,FALSE,0,Cash,100,10,Implementation,12.5,Implementation,,968,110,FALSE,8,0,10
454,663,675,17/06/2023,10:25 pm,6,TRUE,30,Cash,105,11,Implementation,12.5,Implementation,,663,110,TRUE,6,30,11
455,296,784,06/03/2022,10:32 am,1,FALSE,0,Debit,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,296,42.5,FALSE,1,0,1
456,957,307,19/02/2023,10:45 pm,7,TRUE,0,Mobile,87.5,9,Implementation,12.5,Implementation,,957,96.25,TRUE,7,0,9
457,904,653,12/02/2022,7:18 pm,3,FALSE,0,Credit,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,904,72.5,FALSE,3,0,4
458,132,848,25/08/2023,5:14 pm,8,TRUE,70,Credit,170,17,Post-Implementation,12.5,Post-Implementation,,132,178.75,TRUE,8,70,17
459,26,805,06/09/2022,9:16 pm,2,FALSE,0,Cash,25,3,Pre-Implementation,12.5,Pre-Implementation,,26,40,FALSE,2,0,3
460,542,595,23/04/2022,5:17 pm,1,TRUE,0,Credit,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,542,12.5,TRUE,1,0,1
461,130,850,11/05/2023,1:06 pm,9,TRUE,0,Mobile,112.5,11,Implementation,12.5,Implementation,,130,96.25,TRUE,9,0,11
462,469,599,26/03/2022,2:28 pm,4,FALSE,0,Mobile,50,5,Pre-Implementation,12.5,Pre-Implementation,,469,65,FALSE,4,0,5
463,904,112,26/08/2022,12:05 pm,2,TRUE,30,Mobile,55,6,Pre-Implementation,12.5,Pre-Implementation,,904,55,TRUE,2,30,6
464,949,960,06/05/2022,9:14 pm,4,FALSE,0,Credit,50,5,Pre-Implementation,12.5,Pre-Implementation,,949,50,FALSE,4,0,5
465,95,651,22/08/2022,4:02 pm,2,TRUE,0,Debit,25,3,Pre-Implementation,12.5,Pre-Implementation,,95,25,TRUE,2,0,3
466,585,869,26/04/2022,9:18 pm,3,FALSE,0,Cash,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,585,87.5,FALSE,3,0,4
467,866,242,06/06/2023,6:01 pm,9,TRUE,36,Cash,148.5,15,Implementation,12.5,Implementation,,866,143,TRUE,9,36,15
468,729,999,31/08/2023,1:28 pm,11,TRUE,0,Mobile,137.5,14,Post-Implementation,12.5,Post-Implementation,,729,162.5,TRUE,11,0,14
469,427,485,15/09/2022,4:23 pm,3,TRUE,5,Mobile,42.5,4,Pre-Implementation,12.5,Pre-Implementation,,427,42.5,TRUE,3,5,4
470,778,691,18/07/2022,11:13 am,3,FALSE,0,Credit,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,778,37.5,FALSE,3,0,4
471,85,641,12/03/2023,12:28 pm,4,TRUE,60,Mobile,110,11,Implementation,12.5,Implementation,,85,96.25,TRUE,4,60,11
472,749,121,19/08/2022,6:05 pm,4,FALSE,0,Mobile,50,5,Pre-Implementation,12.5,Pre-Implementation,,749,65,FALSE,4,0,5
473,771,679,12/06/2022,7:01 pm,3,FALSE,0,Mobile,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,771,72.5,FALSE,3,0,4
474,100,904,12/10/2023,8:11 pm,16,TRUE,28,Debit,228,23,Post-Implementation,12.5,Post-Implementation,,100,269.75,TRUE,16,28,23
475,407,744,13/01/2024,10:15 am,6,TRUE,21,Cash,96,10,Post-Implementation,12.5,Post-Implementation,,407,84.5,TRUE,6,21,10
476,393,406,04/02/2023,2:17 pm,6,TRUE,6,Cash,81,8,Implementation,12.5,Implementation,,393,74.25,TRUE,6,6,8
477,691,885,03/01/2022,4:21 pm,1,TRUE,20,Cash,32.5,3,Pre-Implementation,12.5,Pre-Implementation,,691,32.5,TRUE,1,20,3
478,700,8,11/01/2024,3:23 pm,9,TRUE,14,Mobile,126.5,13,Post-Implementation,12.5,Post-Implementation,,700,110.5,TRUE,9,14,13
479,904,310,21/06/2022,6:48 pm,4,TRUE,0,Credit,50,5,Pre-Implementation,12.5,Pre-Implementation,,904,50,TRUE,4,0,5
480,971,950,14/07/2023,10:30 am,9,TRUE,56,Cash,168.5,17,Post-Implementation,12.5,Post-Implementation,,971,149.5,TRUE,9,56,17
481,685,385,26/01/2022,8:44 pm,3,FALSE,0,Credit,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,685,72.5,FALSE,3,0,4
482,991,305,13/08/2022,11:21 am,4,TRUE,50,Cash,100,10,Pre-Implementation,12.5,Pre-Implementation,,991,100,TRUE,4,50,10
483,811,125,07/02/2024,4:40 pm,16,TRUE,63,Mobile,263,26,Post-Implementation,12.5,Post-Implementation,,811,286,TRUE,16,63,26
484,832,426,08/02/2024,8:20 pm,13,TRUE,63,Cash,225.5,23,Post-Implementation,12.5,Post-Implementation,,832,221,TRUE,13,63,23
485,336,655,06/03/2022,9:02 pm,2,TRUE,0,Mobile,25,3,Pre-Implementation,12.5,Pre-Implementation,,336,25,TRUE,2,0,3
486,669,390,21/10/2023,12:05 pm,13,TRUE,7,Credit,169.5,17,Post-Implementation,12.5,Post-Implementation,,669,185.25,TRUE,13,7,17
487,769,115,18/05/2023,4:53 pm,6,TRUE,6,Debit,81,8,Implementation,12.5,Implementation,,769,88,TRUE,6,6,8
488,953,594,08/06/2023,10:24 am,3,TRUE,0,Debit,37.5,4,Implementation,12.5,Implementation,,953,41.25,TRUE,3,0,4
489,684,808,18/12/2023,9:11 pm,13,TRUE,0,Mobile,162.5,16,Post-Implementation,12.5,Post-Implementation,,684,195,TRUE,13,0,16
490,937,144,23/11/2023,7:59 pm,14,FALSE,0,Debit,175,18,Post-Implementation,12.5,Post-Implementation,,937,256.75,FALSE,14,0,18
491,237,371,20/08/2023,1:11 pm,14,FALSE,0,Debit,175,18,Post-Implementation,12.5,Post-Implementation,,237,234,FALSE,14,0,18
492,666,117,03/01/2022,3:08 pm,3,FALSE,0,Mobile,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,666,37.5,FALSE,3,0,4
493,997,300,30/01/2024,10:06 pm,15,TRUE,7,Credit,194.5,19,Post-Implementation,12.5,Post-Implementation,,997,217.75,TRUE,15,7,19
494,36,91,16/06/2023,12:32 pm,7,FALSE,0,Mobile,87.5,9,Implementation,12.5,Implementation,,36,68.75,FALSE,7,0,9
495,995,674,17/04/2023,12:20 pm,9,TRUE,48,Cash,160.5,16,Implementation,12.5,Implementation,,995,140.25,TRUE,9,48,16
496,697,284,04/08/2022,10:10 pm,4,TRUE,50,Credit,100,10,Pre-Implementation,12.5,Pre-Implementation,,697,100,TRUE,4,50,10
497,839,374,31/08/2023,10:37 pm,14,TRUE,7,Credit,182,18,Post-Implementation,12.5,Post-Implementation,,839,201.5,TRUE,14,7,18
498,827,416,05/01/2024,1:35 pm,8,FALSE,0,Cash,100,10,Post-Implementation,12.5,Post-Implementation,,827,146.25,FALSE,8,0,10
499,874,46,29/06/2022,6:56 pm,4,TRUE,0,Credit,50,5,Pre-Implementation,12.5,Pre-Implementation,,874,50,TRUE,4,0,5
500,61,994,03/12/2022,5:13 pm,3,FALSE,0,Mobile,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,61,37.5,FALSE,3,0,4
501,248,509,05/06/2022,4:59 pm,3,FALSE,0,Debit,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,248,42.5,FALSE,3,0,4
502,428,808,01/03/2023,9:02 pm,6,TRUE,0,Mobile,75,8,Implementation,12.5,Implementation,,428,68.75,TRUE,6,0,8
503,997,758,01/01/2023,8:38 pm,5,TRUE,0,Cash,62.5,6,Implementation,12.5,Implementation,,997,68.75,TRUE,5,0,6
504,745,598,07/07/2022,10:35 pm,4,TRUE,30,Debit,80,8,Pre-Implementation,12.5,Pre-Implementation,,745,80,TRUE,4,30,8
505,950,122,29/07/2023,4:52 pm,12,TRUE,56,Cash,206,21,Post-Implementation,12.5,Post-Implementation,,950,214.5,TRUE,12,56,21
506,744,81,29/06/2022,5:45 pm,3,TRUE,0,Credit,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,744,37.5,TRUE,3,0,4
507,451,72,06/08/2023,10:53 pm,9,TRUE,7,Credit,119.5,12,Post-Implementation,12.5,Post-Implementation,,451,104,TRUE,9,7,12
508,496,292,07/06/2022,9:41 pm,3,FALSE,0,Debit,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,496,82.5,FALSE,3,0,4
509,427,980,01/01/2022,11:59 am,4,TRUE,0,Debit,50,5,Pre-Implementation,12.5,Pre-Implementation,,427,50,TRUE,4,0,5
510,290,637,17/09/2023,9:24 pm,9,FALSE,0,Debit,112.5,11,Post-Implementation,12.5,Post-Implementation,,290,195,FALSE,9,0,11
511,405,12,19/06/2023,6:58 pm,7,TRUE,42,Cash,129.5,13,Implementation,12.5,Implementation,,405,107.25,TRUE,7,42,13
512,692,616,13/01/2023,1:00 pm,5,TRUE,60,Cash,122.5,12,Implementation,12.5,Implementation,,692,123.75,TRUE,5,60,12
513,547,756,16/09/2023,4:47 pm,11,TRUE,42,Debit,179.5,18,Post-Implementation,12.5,Post-Implementation,,547,201.5,TRUE,11,42,18
514,707,425,16/03/2022,11:00 am,2,FALSE,0,Cash,25,3,Pre-Implementation,12.5,Pre-Implementation,,707,55,FALSE,2,0,3
515,536,300,18/05/2022,12:49 pm,4,TRUE,5,Credit,55,6,Pre-Implementation,12.5,Pre-Implementation,,536,55,TRUE,4,5,6
516,145,565,20/08/2023,2:17 pm,10,TRUE,14,Mobile,139,14,Post-Implementation,12.5,Post-Implementation,,145,159.25,TRUE,10,14,14
517,636,493,09/07/2023,11:13 am,6,TRUE,70,Mobile,145,15,Post-Implementation,12.5,Post-Implementation,,636,146.25,TRUE,6,70,15
518,123,589,02/06/2023,4:56 pm,8,TRUE,36,Debit,136,14,Implementation,12.5,Implementation,,123,143,TRUE,8,36,14
519,834,886,07/03/2022,2:10 pm,1,TRUE,10,Credit,22.5,2,Pre-Implementation,12.5,Pre-Implementation,,834,22.5,TRUE,1,10,2
520,845,15,02/04/2022,7:41 pm,1,TRUE,35,Mobile,47.5,5,Pre-Implementation,12.5,Pre-Implementation,,845,47.5,TRUE,1,35,5
521,980,238,31/08/2023,6:43 pm,15,TRUE,63,Mobile,250.5,25,Post-Implementation,12.5,Post-Implementation,,980,253.5,TRUE,15,63,25
522,497,821,11/12/2022,8:06 pm,2,FALSE,0,Mobile,25,3,Pre-Implementation,12.5,Pre-Implementation,,497,25,FALSE,2,0,3
523,80,81,12/06/2022,8:23 pm,4,TRUE,30,Cash,80,8,Pre-Implementation,12.5,Pre-Implementation,,80,80,TRUE,4,30,8
524,701,710,06/04/2022,1:13 pm,3,FALSE,0,Cash,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,701,87.5,FALSE,3,0,4
525,345,298,27/05/2022,3:53 pm,4,FALSE,0,Debit,50,5,Pre-Implementation,12.5,Pre-Implementation,,345,70,FALSE,4,0,5
526,271,337,17/10/2022,9:15 pm,2,TRUE,35,Cash,60,6,Pre-Implementation,12.5,Pre-Implementation,,271,60,TRUE,2,35,6
527,885,288,20/01/2023,7:02 pm,7,FALSE,0,Credit,87.5,9,Implementation,12.5,Implementation,,885,82.5,FALSE,7,0,9
528,574,495,28/01/2022,12:02 pm,3,TRUE,35,Debit,72.5,7,Pre-Implementation,12.5,Pre-Implementation,,574,72.5,TRUE,3,35,7
529,981,259,06/06/2022,9:01 pm,2,TRUE,0,Debit,25,3,Pre-Implementation,12.5,Pre-Implementation,,981,25,TRUE,2,0,3
530,568,548,12/02/2022,11:07 am,4,FALSE,0,Debit,50,5,Pre-Implementation,12.5,Pre-Implementation,,568,50,FALSE,4,0,5
531,534,823,10/01/2023,11:15 am,7,TRUE,18,Mobile,105.5,11,Implementation,12.5,Implementation,,534,112.75,TRUE,7,18,11
532,625,380,21/05/2023,7:41 pm,7,TRUE,0,Mobile,87.5,9,Implementation,12.5,Implementation,,625,96.25,TRUE,7,0,9
533,384,717,11/03/2022,10:25 am,3,TRUE,40,Debit,77.5,8,Pre-Implementation,12.5,Pre-Implementation,,384,77.5,TRUE,3,40,8
534,559,13,07/04/2023,8:23 pm,7,FALSE,0,Debit,87.5,9,Implementation,12.5,Implementation,,559,96.25,FALSE,7,0,9
535,706,297,03/01/2024,10:57 pm,12,FALSE,0,Credit,150,15,Post-Implementation,12.5,Post-Implementation,,706,185.25,FALSE,12,0,15
536,56,901,14/05/2022,5:36 pm,2,FALSE,0,Credit,25,3,Pre-Implementation,12.5,Pre-Implementation,,56,40,FALSE,2,0,3
537,397,635,05/05/2022,10:56 am,1,FALSE,0,Mobile,12.5,1,Pre-Implementation,12.5,Pre-Implementation,,397,62.5,FALSE,1,0,1
538,119,562,17/12/2023,10:54 pm,6,TRUE,35,Debit,110,11,Post-Implementation,12.5,Post-Implementation,,119,97.5,TRUE,6,35,11
539,173,333,13/03/2023,1:09 pm,10,TRUE,24,Credit,149,15,Implementation,12.5,Implementation,,173,132,TRUE,10,24,15
540,273,914,27/07/2022,10:29 am,3,FALSE,0,Mobile,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,273,72.5,FALSE,3,0,4
541,215,487,30/08/2022,8:30 pm,3,TRUE,0,Credit,37.5,4,Pre-Implementation,12.5,Pre-Implementation,,215,37.5,TRUE,3,0,4
542,542,836,10/06/2023,10:14 am,8,TRUE,48,Cash,148,15,Implementation,12.5,Implementation,,542,126.5,TRUE,8,48,15
543,918,17,01/12/2023,2:22 pm,14,TRUE,28,Credit,203,20,Post-Implementation,12.5,Post-Implementation,,918,221,TRUE,14,28,20
544,302,961,25/12/2023,9:26 pm,10,TRUE,0,Mobile,125,13,Post-Implementation,12.5,Post-Implementation,,302,146.25,TRUE,10,0,13
545,581,826,17/05/2022,4:27 pm,2,TRUE,0,Debit,25,3,Pre-Implementation,12.5,Pre-Implementation,,581,25,TRUE,2,0,3
546,351,857,10/07/2022,3:06 pm,3,TRUE,15,Debit,52.5,5,Pre-Implementation,12.5,Pre-Implementation,,351,52.5,TRUE,3,15,5
547,657,251,04/09/2023,4:40 pm,12,TRUE,0,Cash,150,15,Post-Implementation,12.5,Post-Implementation,,657,146.25,TRUE,12,0,15
548,763,888,07/09/2022,4:11 pm,2,TRUE,0,Cash,25,3,Pre-Implementation,12.5,Pre-Implementation,,763,25,TRUE,2,0,3
549,676,297,20/04/2022,11:42 am,2,FALSE,0,Cash,25,3,Pre-Implementation,12.5,Pre-Implementation,,676,75,FALSE,2,0,3
